date,snd_lvl_mean,dba_mean,dba_p90,n_events
2025-05-17,48.92153500970939,75.01385924516968,82.502032235459,1427
2025-05-18,56.938597755150035,75.04981485135491,82.44426795580111,1448
2025-05-19,49.70134834837371,74.56317006990737,82.32851057165232,1277
2025-05-20,53.51015336670642,73.66284957905813,81.53120856353591,1448
2025-05-21,50.492445968496256,78.56863782204009,85.74787858572383,1499
2025-05-22,50.62120235999089,81.8475883751246,89.04556360708534,1242
2025-05-23,52.36137590933678,79.80086441138509,86.57164764621969,1402
2025-05-24,49.14229674563318,77.25679746125255,84.67503681885125,1358
2025-05-25,49.94219988764209,77.57160944998155,85.00361757105944,387
2025-05-26,35.83277747591841,74.43457953394125,81.3604255319149,47
2025-05-27,57.13967060176534,73.69260622143594,81.42926315789474,1615
2025-05-28,54.87775859662699,73.96093225176506,81.35746372239748,1585
2025-05-29,51.30760407270497,78.07036995676202,84.88577871316896,1663
2025-05-30,49.02962622677496,75.8195264891217,82.68894899255763,5509
2025-05-31,45.71187819212508,78.63512456350655,86.05653046333455,5482
2025-06-01,47.96815128998097,76.20389910419614,83.92403001237625,6464
2025-06-02,49.82575106897384,74.27564374263162,82.23286346343525,7097
2025-06-03,54.869607905469266,73.63019441498282,81.15698667428137,5253
2025-06-04,58.190390508218854,73.11690414355063,80.47525485436893,4120
2025-06-05,53.16655432004777,71.28290670014536,78.60350370027751,4324
2025-06-06,54.410886130315504,71.83343450394618,79.1320511679644,4495
2025-06-07,45.21342461295595,76.10481467103749,83.4357185990338,3312
2025-06-08,76.9146326124077,75.4475526448096,82.72174308697838,3978
2025-06-09,49.309549429736926,77.29133555409932,84.71142762487257,3924
2025-06-10,51.44111121495332,77.75249110166564,85.36305152394775,5512
2025-06-11,58.35261178504835,74.98479597441583,82.5602517723702,5219
2025-06-12,53.20364340500015,72.731436770449,79.84743090167649,4414
2025-06-13,56.37521677121521,72.4248120356684,79.80132237776425,4929
2025-06-14,47.33464413402579,77.31835166948234,84.60832708393424,3467
2025-06-15,51.995848847990025,75.57289325964928,82.92528784648187,3283
2025-06-16,57.49056562670862,75.09802936736655,82.42591826041394,3817
2025-06-17,51.914840984017,79.27272920316399,85.97359531772575,3588
