date,n_images,blur_mean,brightness_mean,contrast_mean,file_size_mean
2025-01-23,5148,5369.8518951937685,108.4862519236804,57.1005758353695,80783.87626262626
2025-01-24,5623,5598.618402906102,108.0463683535233,57.843925324110465,82178.38324737684
2025-01-25,4732,5713.543459404553,108.58400450696001,56.57966554195117,83387.4471682164
2025-01-26,2286,2137.6403215329897,109.1768764852956,51.038466714707155,66719.72790901137
2025-01-27,4982,5817.21371277419,107.04805475217374,58.39737026684737,82500.92292252107
2025-01-28,5026,5828.537301503374,106.61001130683556,58.603431621965925,81288.3117787505
2025-01-29,5328,6515.147699396173,108.95748149310505,57.67004653856203,83206.67248498499
2025-01-30,5447,6704.764060619754,110.00992258224922,59.038122845588966,85713.1431980907
2025-01-31,4600,3893.044486521845,116.40109754313593,51.321001500668736,74416.47586956521
2025-02-01,4766,7130.5376827801865,111.70305213415968,59.5588016834171,87443.19450272765
2025-02-02,3644,7207.817680149518,116.46050367449563,56.863399583081645,83704.91904500549
2025-02-03,3685,3856.7260650096464,110.0782754439997,57.465342528137455,72866.82170963364
2025-02-04,5348,6125.414273053028,109.21527978173815,61.75989689538081,84129.88911742707
2025-02-05,5443,6206.620025494597,109.84666425980738,59.74640786505437,86439.6176740768
2025-02-06,1337,1594.339476078236,112.9993923817808,48.94566119243248,57992.111443530295
2025-02-07,4477,3959.1658690969994,109.6794339977313,56.081935705338736,78063.69644851463
2025-02-08,4596,6130.158919810004,112.26856675907463,57.02178977073225,83207.43733681462
2025-02-09,1252,1680.7900897626298,108.39634290518471,56.86324111645976,58792.259584664534
2025-02-10,4327,4366.571133491264,108.89868701664162,56.84898011745579,76064.21377397735
2025-02-11,5109,4962.584563474269,110.16779706696984,56.60033101581925,75857.76081424937
2025-02-12,2821,1613.724382456631,107.94020085299282,52.13176196266345,60898.31230060262
2025-02-13,3337,3652.5338534777275,110.91577885541724,55.1554997232384,67445.48936170213
2025-02-14,5868,5340.171749965301,109.52467210713746,57.96210393145041,80323.33043626448
2025-02-15,4433,4878.448682141793,112.99127300356248,54.052796844647645,77263.86329799233
2025-02-16,959,1653.9502424094924,114.7918006332127,48.703936293425976,60976.30031282586
2025-02-17,2294,1649.0896122474305,110.38030297629399,51.036574838467025,64926.864428945075
2025-02-18,2799,1698.118195288775,109.64599170664371,50.867716946998804,66253.04037156128
2025-02-19,2844,1776.6438361703092,108.34765054807382,51.221885193584676,67169.26547116737
2025-02-20,2762,1839.5490851709585,109.68246687019673,50.8675062896375,67359.35264301232
2025-02-21,3262,2454.5440061792574,107.65854078067146,53.19354739326557,69995.23482526057
2025-02-22,4788,6749.700944331655,109.77457766744028,57.20451980087293,91559.7030075188
2025-02-23,4308,7218.991841364925,110.46571074355612,58.23586778631892,93806.44103992572
2025-02-24,5212,6777.794029674984,110.2034254549836,57.96860605812219,88976.97735993861
2025-02-25,5450,6977.910923937876,111.55813065835095,56.31126899649244,89419.72587155964
2025-02-26,5690,7580.718081273513,109.50695064926818,58.324562721051315,93621.16362038664
2025-02-27,5221,5752.269466614225,115.7670313600059,53.094838869934726,82092.67726489178
2025-02-28,5838,8188.2122513659,111.9345946565153,58.9101073868514,94567.48441247002
2025-03-01,4674,7964.121991583155,114.32817535661559,57.31826424670107,90917.56653829696
2025-03-02,3905,7416.89902601645,112.9050192223621,58.891965116337225,92979.95032010243
2025-03-03,3089,3791.951711805942,113.02495509499907,53.36560738854672,81725.74069278083
2025-03-04,5657,7529.507896149561,117.23204856469307,55.48634650965598,87987.32968004243
2025-03-05,4577,5908.924309658645,117.27753508161295,52.40814113762797,80092.45510159493
2025-03-06,5647,7753.795627200162,115.90981666493336,58.4303026326002,90470.083584204
2025-03-07,5780,7303.585646590394,112.87936043590823,59.54187311482677,90323.78200692042
2025-03-08,4653,7612.649744279354,112.39485097787161,59.81880879438028,93008.3071136901
2025-03-09,4171,8001.125727212449,114.35165143704648,59.51875982145073,91543.02253656197
2025-03-10,4409,7026.77563817108,112.29940417889539,59.06104454028414,90229.91018371512
2025-03-11,3151,3079.004460505779,114.23830855698557,52.689807272002795,83645.28371945414
2025-03-12,3063,2485.1907684395915,116.55572178984171,49.66392044954116,79361.83904668626
2025-03-13,3245,2544.6051637058818,115.754532556284,50.041556080023206,80223.88228043143
2025-03-14,3399,3033.0412892506874,115.41975941535969,50.93470149364286,83184.61635775228
2025-03-15,2643,1824.7644546860959,119.52776700098137,41.8375168900304,68432.47673098752
2025-03-16,2139,1652.1559575505767,118.74307879804172,40.76453412052848,60238.36278634876
2025-03-17,2775,1840.0104063291808,118.0987566891232,44.95675278672227,70067.97945945946
2025-03-18,3022,3229.4148329325185,114.0353633822549,53.62195796575237,84625.31800132363
2025-03-19,3376,3180.0723055798862,114.17752379376742,53.81826972622442,84046.48518957346
2025-03-20,3206,1825.7633705448525,119.2285624317876,43.565829533453815,70217.14628820961
2025-03-21,3472,2191.663148660264,115.15594601081813,50.82248739163447,77301.81912442396
2025-03-22,2978,2385.311313237177,117.10895625691514,49.123287435343315,77990.55540631297
2025-03-23,2260,2493.9670691025995,114.98764819254917,52.67918322402819,79760.62831858407
2025-03-24,2840,1435.076178429832,118.65578306493624,42.87374183762241,61524.017253521124
2025-03-25,3296,2466.746678361615,116.12636585143007,49.46809521230679,79675.06492718446
2025-03-26,3442,2129.8463224137267,118.7696044429799,46.48210336661907,76267.7623474724
2025-03-27,3568,2711.711223140426,114.47672194322664,53.81736874152727,82166.41619955158
2025-03-28,3574,2375.087697853639,117.93783346687407,48.805925534701444,78001.83240067151
2025-03-29,3075,2313.643036116933,118.69849315116076,45.702569733906564,77552.01593495935
2025-03-30,2240,1594.8342693328857,119.16661905220576,37.79795033761433,50887.02276785715
2025-03-31,3095,2103.497406469293,118.73152753987104,41.64403520254403,65691.27657512117
2025-04-01,3368,2452.655820289304,114.94316893008995,52.51522449303126,80193.83491686461
2025-04-02,5975,7409.784377962375,116.16653817659642,58.03329864374265,88336.52686192469
2025-04-03,6050,6540.382953284397,119.26616016986941,53.35861539005248,79012.91504132231
2025-04-04,5183,6491.869866452299,117.55062573871028,54.133751571304934,87152.45070422535
2025-04-05,2641,1602.3130481839858,118.74337576736514,45.54006364786999,68836.83566830745
2025-04-06,2311,2051.4960116126845,118.3825898444895,46.92578722872501,75223.26828212895
2025-04-07,2989,1595.352548619025,117.30774528424291,47.257621790661624,68930.67848778855
2025-04-08,3148,1797.5043830144512,118.42820706300844,46.1730833817013,72169.58926302414
2025-04-09,3486,2600.6599610985795,115.04884591816625,54.1601218608215,81837.22920252438
2025-04-10,4024,4497.117883579868,119.47859171986816,51.71257330077306,80547.65258449304
2025-04-11,3722,2672.445155730496,117.72474858992719,47.18476124312018,75512.12197743148
2025-04-12,2461,2081.8502890204377,109.67248674041612,54.723272604944256,67822.2978464039
2025-04-13,2336,2324.6186108001293,117.59507099896261,47.602992975548524,77884.80008561644
2025-04-14,3238,2894.260794702616,116.25341644899723,51.45469786047273,83229.01019147622
2025-04-15,3494,4552.152450273292,118.46312277782421,49.55295262612407,82720.53291356612
2025-04-16,3390,1722.8344929292841,120.46024592351773,45.10874924336211,70994.04601769912
2025-04-17,3533,2915.5507844287345,115.07695021144804,55.01473163417943,84340.38182847439
2025-04-18,3563,2466.6714055277876,117.11306646209468,52.45832524177836,78516.48694920012
2025-04-19,3808,2600.851223504844,119.53218954751472,47.50048059275171,78857.78702731093
2025-04-20,2700,2723.2179850712528,116.65304274947555,52.10256598578559,81238.74111111111
2025-04-21,3144,1936.8178915941078,119.91969351732094,47.302856450165805,74563.74936386768
2025-04-22,3551,2988.305027791192,116.9453055409437,49.87248372857049,82335.32554210082
2025-04-23,3751,3220.1431720746864,115.77493519021556,53.54432484386,86044.40442548654
2025-04-24,3847,2846.2443577622885,117.16341654393528,51.309353579785686,82769.96386794905
2025-04-25,3929,2514.17696861603,119.47411429156902,48.39053229091428,78937.48434716213
2025-04-26,2676,1554.6693559541118,121.21798149815946,40.155445623469106,57397.622197309414
2025-04-27,2750,2019.0451901633523,118.83606288840554,47.99789158075506,74572.00327272728
2025-04-28,3551,3529.694433153733,113.56727545954952,55.94626582195912,88615.91607997747
2025-04-29,5492,7952.501684845926,116.71306805287672,57.19405337692783,93556.35396941005
2025-04-30,7191,9353.60193193627,114.84226176410834,60.33735971685544,99044.17549714922
2025-05-01,7276,9635.398160543331,113.92844713514096,61.3986918101801,98209.125893348
2025-05-02,7513,9821.245709048977,116.86676962893225,58.20283847856058,93918.79023026754
2025-05-03,4901,7223.924010520613,114.54167878922091,58.118741615138184,89687.76331360947
2025-05-04,5126,10447.932376654688,117.84690033417402,57.998262238697855,93362.57764338666
2025-05-05,6026,3007.8904722601796,121.44347688995877,50.11812389549765,73710.80799867242
2025-05-06,6602,6417.185919252319,118.39490958222184,53.97620078210793,82862.19948500454
2025-05-07,3591,7690.054013274832,111.52393492866246,59.995488439021884,89175.53244221666
2025-05-08,1268,2576.123642786068,116.58687169168273,50.41452884072385,79613.76104100946
2025-05-09,1319,1550.3740557366198,119.73104263201547,46.75893476426918,67442.5360121304
2025-05-10,1299,2358.783939117831,115.28264194456223,53.196122041016565,77618.34872979215
2025-05-11,1276,3088.917393412336,111.34613491524723,59.09626179877493,84610.93573667711
2025-05-12,1143,2859.2554869697683,110.84897054837445,56.731750701877594,82869.8573928259
2025-05-13,1283,2251.9168840082752,118.49042803555471,51.29636191875788,76767.97194076383
2025-05-14,1305,2017.70360729466,118.95976957708483,50.345770874608064,74563.52873563218
2025-05-15,1331,2439.446815679881,116.83966806757101,48.17585831777571,75568.99323816679
